"","Country","Afrobarometer Round Number","Survey Start Date","Survey End Date","Survey Duration","Region","Credibility of Region","Average Dates of Violence","Start Dates of Violence","End Dates of Violence","Casualties","Fatalities High Estimate","Fatalities Low Estimate","Fatalities Average","Injuries","Notes","Sources"
"462","Uganda","Round 4",2008-07-27,2008-10-28,93,"Kampala Capital City",1,2008-10-24,2008-10-24,2008-10-24,NA,1,1,1,NA,"Riot after boy killed by speeding truck; rioters clash with police","ACLED"
"463","Uganda","Round 4",2008-07-27,2008-10-28,93,"Africa",3,2008-09-29,2008-09-29,2008-09-29,NA,3,3,3,NA,"","UCDP"
"464","Uganda","Round 4",2008-07-27,2008-10-28,93,"Africa",3,2008-09-06,2008-09-06,2008-09-06,NA,4,4,4,NA,"","UCDP"
"465","Uganda","Round 4",2008-07-27,2008-10-28,93,"Africa",3,2008-08-03,2008-08-03,2008-08-04,NA,40,0,0,NA,"","UCDP"
"466","Zambia","Round 4",2009-06-02,2009-06-24,22,"Lusaka",1,2009-06-20,2009-06-20,2009-06-20,NA,0,0,0,NA,"","ACLED"
"467","Zambia","Round 4",2009-06-02,2009-06-24,22,"Lusaka",1,2009-06-18,2009-06-18,2009-06-18,NA,0,0,0,NA,"","ACLED"
"468","Zimbabwe","Round 4",2009-05-09,2009-05-23,14,"Makoni",1,2009-05-22,2009-05-22,2009-05-22,NA,0,0,0,NA,"2 farm workers at Karori farm assaulted by invaders","ACLED"
"469","Zimbabwe","Round 4",2009-05-09,2009-05-23,14,"Hurungwe",1,2009-05-18,2009-05-18,2009-05-18,NA,0,0,0,NA,"","ACLED"
"470","Ghana","Round 3",2005-03-10,2005-03-21,11,"Sawla Tuna Kalba",1,2005-03-12,2005-03-12,2005-03-12,NA,0,0,0,NA,"Rebels allegedly enter Ghana, beat citizens and abduct chief in Saru","ACLED"
"471","Kenya","Round 3",2005-09-06,2005-09-28,22,"Garissa",1,2005-09-22,2005-09-22,2005-09-22,NA,0,0,0,NA,"Riots continue for and against new constitution","ACLED"
"472","Kenya","Round 3",2005-09-06,2005-09-28,22,"Garissa",1,2005-09-21,2005-09-21,2005-09-21,NA,0,0,0,NA,"Riots continue for and against new constitution","ACLED"
"473","Kenya","Round 3",2005-09-06,2005-09-28,22,"Garissa",1,2005-09-17,2005-09-17,2005-09-17,NA,0,0,0,NA,"Youths riot and clash with police as MPs visit northern Kenya to promote new constitution","ACLED"
"474","Kenya","Round 3",2005-09-06,2005-09-28,22,"Garissa",1,2005-09-17,2005-09-17,2005-09-17,NA,0,0,0,NA,"Youths riot as MPs visit northern Kenya to promote new constitution","ACLED"
"475","Kenya","Round 3",2005-09-06,2005-09-28,22,"Starehe",1,2005-09-12,2005-09-12,2005-09-12,NA,0,0,0,NA,"Riot breaks out at funeral as tension regarding new constitution grows","ACLED"
"476","Kenya","Round 3",2005-09-06,2005-09-28,22,"Kiharu",1,2005-08-30,2005-08-30,2005-08-30,NA,0,0,0,NA,"Teachers march to protest being housed in dorms.","ACLED"
"477","Kenya","Round 3",2005-09-06,2005-09-28,22,"Naivasha",1,2005-08-22,2005-08-22,2005-08-22,NA,0,0,0,NA,"Protest against French-owned construction firm turns violent","ACLED"
"478","Kenya","Round 3",2005-09-06,2005-09-28,22,"Mandera East",2,2005-08-19,2005-08-19,2005-08-19,NA,0,0,0,NA,"Gunbattle between police and Somali militia at border town","ACLED"
"479","Kenya","Round 3",2005-09-06,2005-09-28,22,"Chesumei",2,2005-08-12,2005-08-12,2005-08-12,NA,1,1,1,NA,"Unknown assailants attack village, kill one.","ACLED"
"480","Kenya","Round 3",2005-09-06,2005-09-28,22,"Saboti",2,2005-08-11,2005-08-11,2005-08-11,NA,3,3,3,NA,"Clashes between Ugandan cattle rustlers and Kenyan police. 3 killed.","ACLED"
"481","Kenya","Round 3",2005-09-06,2005-09-28,22,"Saboti",1,2005-08-10,2005-08-10,2005-08-10,NA,0,0,0,NA,"Rioters destroyed structures in a park in Kitale to protest the grabbing of land by private investors. Police fired live bullets and tear gas. 20 injured. No reports of serious injuries. Several arrested, including a priest.","ACLED"
"482","Kenya","Round 3",2005-09-06,2005-09-28,22,"Starehe",1,2005-08-09,2005-08-09,2005-08-09,NA,0,0,0,NA,"University teachers go on strike over unpaid salaries. Students protests on campus over the boycott.","ACLED"
"483","Kenya","Round 3",2005-09-06,2005-09-28,22,"Africa",3,2005-08-08,2005-08-05,2005-08-11,NA,3,3,3,NA,"","UCDP"
"484","Malawi","Round 3",2005-06-16,2005-07-04,18,"Lilongwe",1,2005-06-28,2005-06-28,2005-06-28,NA,0,0,0,NA,"Protest at lawmakers conduct, against partisan issues being apparently more important than the worsening food situation","ACLED"
"485","Mali","Round 3",2005-06-20,2005-07-07,17,"Tessalit",1,2005-06-26,2005-06-26,2005-06-26,NA,15,15,15,NA,"","ACLED"
"486","Mali","Round 3",2005-06-20,2005-07-07,17,"Africa",1,2005-06-29,2005-06-29,2005-06-29,NA,14,12,12,NA,"","UCDP"
"487","Nigeria","Round 3",2005-08-28,2005-12-31,125,"Oshimili South",2,2005-12-27,2005-12-27,2005-12-27,NA,0,0,0,NA,"Property destruction: Pipeline fires in set by rebel group in Delta State","ACLED"
"488","Nigeria","Round 3",2005-08-28,2005-12-31,125,"Uhunmwonde",1,2005-12-21,2005-12-21,2005-12-21,NA,0,0,0,NA,"Attack on pipeline in Edo State","ACLED"
"489","Nigeria","Round 3",2005-08-28,2005-12-31,125,"Africa",1,2005-12-05,2005-12-05,2005-12-05,NA,3,3,3,NA,"","UCDP"
"490","Nigeria","Round 3",2005-08-28,2005-12-31,125,"Africa",1,2005-12-05,2005-12-05,2005-12-05,NA,17,4,4,NA,"","UCDP"
"491","Nigeria","Round 3",2005-08-28,2005-12-31,125,"Africa",1,2005-11-07,2005-11-07,2005-11-07,NA,3,0,0,NA,"","UCDP"
"492","Nigeria","Round 3",2005-08-28,2005-12-31,125,"Africa",1,2005-09-15,2005-06-01,2005-12-31,NA,2,2,2,NA,"","UCDP"
"493","Nigeria","Round 3",2005-08-28,2005-12-31,125,"Africa",1,2005-09-15,2005-06-01,2005-12-31,NA,60,60,60,NA,"","UCDP"
"494","Nigeria","Round 3",2005-08-28,2005-12-31,125,"Africa",1,2005-09-15,2005-09-01,2005-09-30,NA,9,9,9,NA,"","UCDP"
"495","Nigeria","Round 3",2005-08-28,2005-12-31,125,"Africa",1,2005-08-01,2005-07-01,2005-09-01,NA,1,1,1,NA,"","UCDP"
"496","South Africa","Round 3",2006-02-06,2006-02-28,22,"eThekwini",1,2006-02-11,2006-02-11,2006-02-11,NA,0,0,0,NA,"Thousands of protesters gather to denounce the recent publication of a cartoon of Mohammed.","ACLED"
"497","South Africa","Round 3",2006-02-06,2006-02-28,22,"City of Tshwane",1,2006-02-10,2006-02-10,2006-02-10,NA,0,0,0,NA,"Muslim protest gather at the capital building to denounce the Danish cartoon characterizing Mohammed as a cartoon.","ACLED"
"498","Tanzania","Round 3",2005-07-21,2005-08-13,23,"Kati",1,2005-08-10,2005-08-10,2005-08-10,NA,0,0,0,NA,"Attack on civilians queuing to check register of electors","ACLED"
"499","Tanzania","Round 3",2005-07-21,2005-08-13,23,"Tarime",1,2005-07-22,2005-07-22,2005-07-22,NA,0,0,0,NA,"Provoked by killing of man at Afrika Gold Mine","ACLED"
"500","Uganda","Round 3",2005-04-12,2005-05-04,22,"Kitgum Municipality",2,2005-05-03,2005-05-03,2005-05-03,NA,3,3,3,NA,"UPDF battles LRA","ACLED"
"501","Uganda","Round 3",2005-04-12,2005-05-04,22,"Kole",1,2005-04-28,2005-04-28,2005-04-28,NA,0,0,0,NA,"LRA attacks civilians","ACLED"
"502","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-05-03,2005-05-03,2005-05-03,NA,9,9,9,NA,"","UCDP"
"503","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",3,2005-04-27,2005-04-27,2005-04-27,NA,1,1,1,NA,"","UCDP"
"504","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",2,2005-04-27,2005-04-27,2005-04-27,NA,1,1,1,NA,"","UCDP"
"505","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-04-27,2005-04-27,2005-04-27,NA,8,8,8,NA,"","UCDP"
"506","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",2,2005-04-22,2005-04-19,2005-04-25,NA,3,3,3,NA,"","UCDP"
"507","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-04-22,2005-04-22,2005-04-22,NA,2,2,2,NA,"","UCDP"
"508","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",3,2005-04-20,2005-04-17,2005-04-23,NA,2,2,2,NA,"","UCDP"
"509","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-04-18,2005-04-18,2005-04-18,NA,5,5,5,NA,"","UCDP"
"510","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",4,2005-04-16,2005-04-16,2005-04-17,NA,8,8,8,NA,"","UCDP"
"511","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",4,2005-04-16,2005-04-16,2005-04-17,NA,8,8,8,NA,"","UCDP"
"512","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",4,2005-04-13,2005-04-12,2005-04-14,NA,9,0,0,NA,"","UCDP"
"513","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",3,2005-04-12,2005-04-12,2005-04-12,NA,3,3,3,NA,"","UCDP"
"514","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",3,2005-04-11,2005-04-11,2005-04-11,NA,6,6,6,NA,"","UCDP"
"515","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",4,2005-04-11,2005-04-11,2005-04-11,NA,1,1,1,NA,"","UCDP"
"516","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-04-10,2005-04-10,2005-04-10,NA,1,1,1,NA,"","UCDP"
"517","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",2,2005-04-10,2005-04-10,2005-04-10,NA,1,1,1,NA,"","UCDP"
"518","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",4,2005-04-09,2005-04-09,2005-04-09,NA,15,15,15,NA,"","UCDP"
"519","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",4,2005-04-08,2005-04-07,2005-04-09,NA,17,0,0,NA,"","UCDP"
"520","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",4,2005-04-08,2005-04-07,2005-04-09,NA,16,0,0,NA,"","UCDP"
"521","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",4,2005-04-08,2005-04-07,2005-04-09,NA,17,0,0,NA,"","UCDP"
"522","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-04-08,2005-04-08,2005-04-08,NA,3,3,3,NA,"","UCDP"
"523","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-04-08,2005-04-08,2005-04-08,NA,2,2,2,NA,"","UCDP"
"524","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",2,2005-04-08,2005-04-08,2005-04-08,NA,2,2,2,NA,"","UCDP"
"525","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",5,2005-04-08,2005-04-08,2005-04-08,NA,4,4,4,NA,"","UCDP"
"526","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",3,2005-04-08,2005-04-08,2005-04-08,NA,2,2,2,NA,"","UCDP"
"527","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",2,2005-04-08,2005-04-08,2005-04-08,NA,2,2,2,NA,"","UCDP"
"528","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",2,2005-04-08,2005-04-08,2005-04-08,NA,2,2,2,NA,"","UCDP"
"529","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",2,2005-04-08,2005-04-08,2005-04-08,NA,1,1,1,NA,"","UCDP"
"530","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",2,2005-04-08,2005-04-08,2005-04-08,NA,2,2,2,NA,"","UCDP"
"531","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-04-08,2005-04-08,2005-04-08,NA,2,2,2,NA,"","UCDP"
"532","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",4,2005-04-07,2005-04-07,2005-04-07,NA,1,1,1,NA,"","UCDP"
"533","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-04-07,2005-04-07,2005-04-07,NA,2,2,2,NA,"","UCDP"
"534","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",2,2005-04-07,2005-04-07,2005-04-07,NA,2,2,2,NA,"","UCDP"
"535","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",4,2005-04-06,2005-04-06,2005-04-06,NA,3,3,3,NA,"","UCDP"
"536","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-04-06,2005-04-06,2005-04-06,NA,1,1,1,NA,"","UCDP"
"537","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",4,2005-04-01,2005-04-01,2005-04-01,NA,3,3,3,NA,"","UCDP"
"538","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",2,2005-03-31,2005-03-31,2005-03-31,NA,2,2,2,NA,"","UCDP"
"539","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-03-29,2005-03-29,2005-03-29,NA,2,2,2,NA,"","UCDP"
"540","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",4,2005-03-29,2005-03-29,2005-03-29,NA,4,4,4,NA,"","UCDP"
"541","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-03-26,2005-03-26,2005-03-27,NA,4,4,4,NA,"","UCDP"
"542","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-03-26,2005-03-26,2005-03-27,NA,4,4,4,NA,"","UCDP"
"543","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",5,2005-03-26,2005-03-26,2005-03-27,NA,4,4,4,NA,"","UCDP"
"544","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",5,2005-03-26,2005-03-26,2005-03-27,NA,4,4,4,NA,"","UCDP"
"545","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",4,2005-03-23,2005-03-23,2005-03-23,NA,7,7,7,NA,"","UCDP"
"546","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-03-22,2005-03-22,2005-03-22,NA,4,4,4,NA,"","UCDP"
"547","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",4,2005-03-20,2005-03-20,2005-03-20,NA,4,4,4,NA,"","UCDP"
"548","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-03-19,2005-03-19,2005-03-19,NA,3,3,3,NA,"","UCDP"
"549","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",4,2005-03-19,2005-03-19,2005-03-19,NA,3,3,3,NA,"","UCDP"
"550","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",5,2005-03-17,2005-01-01,2005-05-31,NA,18,18,18,NA,"","UCDP"
"551","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-03-17,2005-03-17,2005-03-17,NA,7,7,7,NA,"","UCDP"
"552","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",3,2005-03-16,2005-03-01,2005-03-31,NA,7,7,7,NA,"","UCDP"
"553","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",5,2005-03-16,2005-03-01,2005-03-31,NA,45,0,0,NA,"","UCDP"
"554","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-03-16,2005-03-01,2005-03-31,NA,3,3,3,NA,"","UCDP"
"555","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",5,2005-03-16,2005-03-01,2005-03-31,NA,26,26,26,NA,"","UCDP"
"556","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",1,2005-03-15,2005-03-15,2005-03-15,NA,2,2,2,NA,"","UCDP"
"557","Uganda","Round 3",2005-04-12,2005-05-04,22,"Africa",3,2005-03-14,2005-03-14,2005-03-14,NA,2,2,2,NA,"","UCDP"
"558","Zambia","Round 3",2005-07-29,2005-08-16,18,"Kitwe",1,2005-08-10,2005-08-10,2005-08-10,NA,0,0,0,NA,"","ACLED"
"559","Zambia","Round 3",2005-07-29,2005-08-16,18,"Kitwe",1,2005-08-08,2005-08-08,2005-08-08,NA,0,0,0,NA,"","ACLED"
"560","Zimbabwe","Round 3",2005-10-09,2005-10-28,19,"Harare",1,2005-10-25,2005-10-25,2005-10-25,NA,0,0,0,NA,"Victims were researching for African Barometer","ACLED"
"561","Zimbabwe","Round 3",2005-10-09,2005-10-28,19,"Gweru",1,2005-10-24,2005-10-24,2005-10-24,NA,0,0,0,NA,"Victims attacked for apparently disregarding Tsvangiris call not to contest elections","ACLED"
"562","Ghana","Round 2",2002-08-29,2002-09-11,13,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"563","Kenya","Round 2",2003-08-17,2003-09-23,37,"Turkana West",2,2003-09-19,2003-09-19,2003-09-19,NA,18,18,18,NA,"Toposa cattle rustlers from southern Sudan raided a Turkana border village - 18 were killed in total in the clash which ensued. Ca. 1,000 animals were stolen. LOCATION: Nakareso Village three kilometres North of Lokichoggio town.","ACLED"
"564","Kenya","Round 2",2003-08-17,2003-09-23,37,"Starehe",1,2003-09-13,2003-09-13,2003-09-13,NA,0,0,0,NA,"Students rioted against the killing of senior Constitutional Committee member Odhiambo Mai. Police intervened to disperse the crowds.","ACLED"
"565","Kenya","Round 2",2003-08-17,2003-09-23,37,"Kisumu Central",1,2003-09-13,2003-09-13,2003-09-13,NA,0,0,0,NA,"Students rioted against the killing of senior Constitutional Committee member Odhiambo Mai. Police intervened to disperse the crowds.","ACLED"
"566","Kenya","Round 2",2003-08-17,2003-09-23,37,"Starehe",1,2003-09-12,2003-09-12,2003-09-12,NA,1,1,1,NA,"Odhiambo Mbai, a senior official in Kenyas constitutional review conference was shot dead by three men assumed to be hired gunmen - nothing was leading leading to the conclusion that the attack was politically motivated.","ACLED"
"567","Kenya","Round 2",2003-08-17,2003-09-23,37,"Turkana North",2,2003-08-21,2003-08-21,2003-08-21,NA,2,2,2,NA,"Merille cattle raiders from Omorate in southern Ethiopia invaded Narakipus manyatta(Turkana homestead) where they shot dead 2. Ca. 240 animals were stolen. LOCATION: Natet area, Lokitaung sub-district.","ACLED"
"568","Kenya","Round 2",2003-08-17,2003-09-23,37,"Turkana West",2,2003-08-21,2003-08-21,2003-08-21,NA,0,0,0,NA,"Toposa raiders from Natapal, southern Sudan, attacked a manyatta near Lokichoggio town in Turkana District. Ca. 300 cattle stolen. (police intervened shooting 3 raiders dead - coded seperately)","ACLED"
"569","Kenya","Round 2",2003-08-17,2003-09-23,37,"Turkana West",1,2003-08-21,2003-08-21,2003-08-21,NA,3,3,3,NA,"Toposa raiders from Natapal, southern Sudan, attacked a manyatta near Lokichoggio town in Turkana District. Ca. 300 cattle stolen. Police intervened shooting 3 raiders dead","ACLED"
"570","Kenya","Round 2",2003-08-17,2003-09-23,37,"Starehe",1,2003-08-15,2003-08-15,2003-08-15,NA,0,0,0,NA,"During second round of the National Constitutional Conference. Youth rioted in respnse to the creation of the post of executive Prime Minister. They demanded that senior cabinet minister Raila Odinga be appointed Prime Minister once the constitutional co","ACLED"
"571","Kenya","Round 2",2003-08-17,2003-09-23,37,"Kapenguria",3,2003-08-13,2003-08-13,2003-08-13,NA,9,9,9,NA,"Raid by Karamajong raiders on Pokot herders. 100s of animals stolen. 9 killed in the battle which ensued. LOCATION: UGANDA - 40km from the Kenyan border at West Pokot District (district capital = Kapenguria)","ACLED"
"572","Kenya","Round 2",2003-08-17,2003-09-23,37,"Laikipia East",1,2003-08-02,2003-08-02,2003-08-02,NA,1,1,1,NA,"Farmers protested against the failure of the Kenyan Wildlife Services to contain elephants in the area - police intervened firing live rounds - 1 girl was killed by cross fire which went through the kiosk in which she was working.","ACLED"
"573","Kenya","Round 2",2003-08-17,2003-09-23,37,"Kilimani",1,2003-08-01,2003-08-01,2003-08-01,NA,0,0,0,NA,"Muslims protest against proposed anti-terrorism bill, saying it targets Muslims.","ACLED"
"574","Kenya","Round 2",2003-08-17,2003-09-23,37,"Garsen",1,2003-08-01,2003-08-01,2003-08-01,NA,0,0,0,NA,"Suspected al-Qaeda member from Yemen arrested in Mombasa - he then detonated a grenade that injured himself and 2 police officers.","ACLED"
"575","Kenya","Round 2",2003-08-17,2003-09-23,37,"Kipipiri",1,2003-07-31,2003-07-31,2003-07-31,NA,0,0,0,NA,"Students riot and destroy school property with stones, complaining of harsh punishment by deputy headmaster.","ACLED"
"576","Kenya","Round 2",2003-08-17,2003-09-23,37,"Kieni West",1,2003-07-31,2003-07-31,2003-07-31,NA,0,0,0,NA,"Students riot and destroy school property with stones, complaining of harsh punishment by deputy headmaster.","ACLED"
"577","Kenya","Round 2",2003-08-17,2003-09-23,37,"Laikipia West",1,2003-07-31,2003-07-31,2003-07-31,NA,0,0,0,NA,"Traders demonstrate to protest against transfer of British soldiers.","ACLED"
"578","Kenya","Round 2",2003-08-17,2003-09-23,37,"Narok North",1,2003-07-28,2003-07-28,2003-07-28,NA,0,0,0,NA,"Student riot by destroying school property.","ACLED"
"579","Kenya","Round 2",2003-08-17,2003-09-23,37,"Eldama Ravine",1,2003-07-27,2003-07-27,2003-07-27,NA,0,0,0,NA,"Rioters destroyed fences and raided a farm in Kiplombe. 5 watchmen injured and taken to the hospital. Rioters threw stones at police when they arrived.","ACLED"
"580","Kenya","Round 2",2003-08-17,2003-09-23,37,"Ainabkoi",1,2003-07-24,2003-07-24,2003-07-24,NA,0,0,0,NA,"Workers at Eldoret airport staged a demonstration against the ban on cargo flights.","ACLED"
"581","Kenya","Round 2",2003-08-17,2003-09-23,37,"Ainabkoi",1,2003-07-21,2003-07-21,2003-07-21,NA,0,0,0,NA,"Landlords in Eldoret demonstrate against farmers attempts to claim plots.","ACLED"
"582","Malawi","Round 2",2003-04-29,2003-05-18,19,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"583","Mali","Round 2",2002-10-25,2002-11-23,29,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"584","Nigeria","Round 2",2003-10-13,2003-10-29,16,"Warri South",1,2003-10-22,2003-10-22,2003-10-22,NA,0,0,0,NA,"The communities of Ijaw and Itsekini clash in Warri","ACLED"
"585","Nigeria","Round 2",2003-10-13,2003-10-29,16,"Ughelli South",1,2003-10-22,2003-10-22,2003-10-22,NA,0,0,0,NA,"The communities of Ijaw and Urhobo clash in Okwagbe","ACLED"
"586","Nigeria","Round 2",2003-10-13,2003-10-29,16,"Africa",1,2003-10-21,2003-10-21,2003-10-21,NA,10,10,10,NA,"","UCDP"
"587","Nigeria","Round 2",2003-10-13,2003-10-29,16,"Africa",1,2003-10-18,2003-10-18,2003-10-18,NA,4,4,4,NA,"","UCDP"
"588","South Africa","Round 2",2002-09-13,2002-10-13,30,"Ekurhuleni",1,2002-10-07,2002-10-07,2002-10-07,NA,0,0,0,NA,"Two mineworkers are killed when police open fire on the marchers.","ACLED"
"589","South Africa","Round 2",2002-09-13,2002-10-13,30,"Ekurhuleni",1,2002-10-07,2002-10-07,2002-10-07,NA,2,2,2,NA,"Two mineworkers are killed with police open fire on the marchers.","ACLED"
"590","South Africa","Round 2",2002-09-13,2002-10-13,30,"Africa",6,2002-10-07,2002-10-07,2002-10-07,NA,2,2,2,NA,"","UCDP"
"591","Tanzania","Round 2",2003-07-05,2003-08-06,32,"Ilala",1,2003-06-13,2003-06-13,2003-06-13,NA,0,0,0,NA,"Protest against US intimidation of Muslims","ACLED"
"592","Uganda","Round 2",2002-08-13,2002-09-25,43,"Lira Municipality",3,2002-09-24,2002-09-24,2002-09-24,NA,0,0,0,NA,"LRA rebels attacked a town - 30 houses were burnt, 6 were abducted, thousands fled the area","ACLED"
"593","Uganda","Round 2",2002-08-13,2002-09-25,43,"Aruu",3,2002-09-23,2002-09-23,2002-09-23,NA,0,0,0,NA,"8 captive were rescued by Ugandan army from the LRA rebels","ACLED"
"594","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",3,2002-09-22,2002-09-22,2002-09-22,NA,3,3,3,NA,"","UCDP"
"595","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",5,2002-09-21,2002-09-21,2002-09-21,NA,1,1,1,NA,"","UCDP"
"596","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",2,2002-09-21,2002-09-21,2002-09-21,NA,3,3,3,NA,"","UCDP"
"597","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",1,2002-09-19,2002-09-19,2002-09-19,NA,13,13,13,NA,"","UCDP"
"598","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",2,2002-09-19,2002-09-19,2002-09-19,NA,14,14,14,NA,"","UCDP"
"599","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",3,2002-09-17,2002-09-17,2002-09-17,NA,5,5,5,NA,"","UCDP"
"600","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",1,2002-09-16,2002-09-16,2002-09-16,NA,18,5,5,NA,"","UCDP"
"601","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",1,2002-09-15,2002-09-01,2002-09-30,NA,27,27,27,NA,"","UCDP"
"602","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",4,2002-09-15,2002-09-15,2002-09-15,NA,6,6,6,NA,"","UCDP"
"603","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",2,2002-09-15,2002-09-15,2002-09-15,NA,1,1,1,NA,"","UCDP"
"604","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",1,2002-09-14,2002-09-14,2002-09-14,NA,2,2,2,NA,"","UCDP"
"605","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",1,2002-09-13,2002-09-13,2002-09-13,NA,2,2,2,NA,"","UCDP"
"606","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",1,2002-09-13,2002-09-13,2002-09-13,NA,1,1,1,NA,"","UCDP"
"607","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",1,2002-09-13,2002-09-13,2002-09-13,NA,12,12,12,NA,"","UCDP"
"608","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",1,2002-09-13,2002-09-13,2002-09-13,NA,6,0,0,NA,"","UCDP"
"609","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",4,2002-09-12,2002-09-12,2002-09-12,NA,3,3,3,NA,"","UCDP"
"610","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",3,2002-09-12,2002-09-12,2002-09-12,NA,13,13,13,NA,"","UCDP"
"611","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",1,2002-09-12,2002-09-12,2002-09-12,NA,9,9,9,NA,"","UCDP"
"612","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",1,2002-09-11,2002-09-11,2002-09-11,NA,3,3,3,NA,"","UCDP"
"613","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",1,2002-09-09,2002-09-09,2002-09-09,NA,18,2,2,NA,"","UCDP"
"614","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",1,2002-09-08,2002-09-08,2002-09-08,NA,10,3,3,NA,"","UCDP"
"615","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",5,2002-09-06,2002-09-06,2002-09-06,NA,2,2,2,NA,"","UCDP"
"616","Uganda","Round 2",2002-08-13,2002-09-25,43,"Africa",5,2002-09-05,2002-09-05,2002-09-05,NA,2,2,2,NA,"","UCDP"
